label,category,value
2014-01-19,Total IPv6 %,2.893827
2014-01-18,Total IPv6 %,2.891514
2014-01-17,Total IPv6 %,2.44847
2014-01-16,Total IPv6 %,2.356803
2014-01-15,Total IPv6 %,2.348264
2014-01-14,Total IPv6 %,2.333719
2014-01-13,Total IPv6 %,2.319021
2014-01-12,Total IPv6 %,2.800737
2014-01-11,Total IPv6 %,2.851375
2014-01-10,Total IPv6 %,2.393386
2014-01-09,Total IPv6 %,2.315514
2014-01-08,Total IPv6 %,2.300929
2014-01-07,Total IPv6 %,2.336856
2014-01-06,Total IPv6 %,2.437081
2014-01-05,Total IPv6 %,2.777433
2014-01-04,Total IPv6 %,2.784055
2014-01-03,Total IPv6 %,2.51584
2014-01-02,Total IPv6 %,2.467534
2014-01-01,Total IPv6 %,2.796168
2013-12-31,Total IPv6 %,2.750377
2013-12-30,Total IPv6 %,2.572124
2013-12-29,Total IPv6 %,2.805339
2013-12-28,Total IPv6 %,2.783513
2013-12-27,Total IPv6 %,2.577174
2013-12-26,Total IPv6 %,2.574544
2013-12-25,Total IPv6 %,2.646381
2013-12-24,Total IPv6 %,2.584135
2013-12-23,Total IPv6 %,2.490884
2013-12-22,Total IPv6 %,2.719889
2013-12-21,Total IPv6 %,2.754806
2013-12-20,Total IPv6 %,2.42353
2013-12-19,Total IPv6 %,2.299182
2013-12-18,Total IPv6 %,2.298112
2013-12-17,Total IPv6 %,2.280543
2013-12-16,Total IPv6 %,2.240791
2013-12-15,Total IPv6 %,2.667088
2013-12-14,Total IPv6 %,2.71734
2013-12-13,Total IPv6 %,2.312099
2013-12-12,Total IPv6 %,2.231525
2013-12-11,Total IPv6 %,2.222634
2013-12-10,Total IPv6 %,2.240443
2013-12-09,Total IPv6 %,2.244876
2013-12-08,Total IPv6 %,2.64993
2013-12-07,Total IPv6 %,2.695041
2013-12-06,Total IPv6 %,2.314835
2013-12-05,Total IPv6 %,2.205258
2013-12-04,Total IPv6 %,2.215237
2013-12-03,Total IPv6 %,2.160464
2013-12-02,Total IPv6 %,2.22491
2013-12-01,Total IPv6 %,2.59308
2013-11-30,Total IPv6 %,2.676099
2013-11-29,Total IPv6 %,2.38974
2013-11-28,Total IPv6 %,2.212135
2013-11-27,Total IPv6 %,2.203204
2013-11-26,Total IPv6 %,2.12684
2013-11-25,Total IPv6 %,2.090118
2013-11-24,Total IPv6 %,2.50342
2013-11-23,Total IPv6 %,2.543892
2013-11-22,Total IPv6 %,2.17801
2013-11-21,Total IPv6 %,2.100634
2013-11-20,Total IPv6 %,2.105482
2013-11-19,Total IPv6 %,2.062362
2013-11-18,Total IPv6 %,2.072329
2013-11-17,Total IPv6 %,2.483358
2013-11-16,Total IPv6 %,2.512529
2013-11-15,Total IPv6 %,2.153893
2013-11-14,Total IPv6 %,2.024585
2013-11-13,Total IPv6 %,2.01332
2013-11-12,Total IPv6 %,1.991274
2013-11-11,Total IPv6 %,2.080987
2013-11-10,Total IPv6 %,2.347821
2013-11-09,Total IPv6 %,2.400634
2013-11-08,Total IPv6 %,2.059656
2013-11-07,Total IPv6 %,1.961701
2013-11-06,Total IPv6 %,1.967102
2013-11-05,Total IPv6 %,1.95453
2013-11-04,Total IPv6 %,1.968738
2013-11-03,Total IPv6 %,2.329752
2013-11-02,Total IPv6 %,2.33439
2013-11-01,Total IPv6 %,2.132255
2013-10-31,Total IPv6 %,1.933757
2013-10-30,Total IPv6 %,1.960498
2013-10-29,Total IPv6 %,1.920938
2013-10-28,Total IPv6 %,1.898327
2013-10-27,Total IPv6 %,2.22809
2013-10-26,Total IPv6 %,2.250971
2013-10-25,Total IPv6 %,1.979004
2013-10-24,Total IPv6 %,1.896751
2013-10-23,Total IPv6 %,1.89753
2013-10-22,Total IPv6 %,1.870172
2013-10-21,Total IPv6 %,1.896956
2013-10-20,Total IPv6 %,2.227364
2013-10-19,Total IPv6 %,2.258557
2013-10-18,Total IPv6 %,1.972994
2013-10-17,Total IPv6 %,1.884599
2013-10-16,Total IPv6 %,1.919068
2013-10-15,Total IPv6 %,1.929104
2013-10-14,Total IPv6 %,1.940716
2013-10-13,Total IPv6 %,2.270459
2013-10-12,Total IPv6 %,2.302408
2013-10-11,Total IPv6 %,1.973906
2013-10-10,Total IPv6 %,1.866348
2013-10-09,Total IPv6 %,1.851553
2013-10-08,Total IPv6 %,1.832121
2013-10-07,Total IPv6 %,1.843626
2013-10-06,Total IPv6 %,2.158344
2013-10-05,Total IPv6 %,2.198163
2013-10-04,Total IPv6 %,1.896765
2013-10-03,Total IPv6 %,1.836872
2013-10-02,Total IPv6 %,1.792063
2013-10-01,Total IPv6 %,1.7897
2013-09-30,Total IPv6 %,1.776419
2013-09-29,Total IPv6 %,2.09112
2013-09-28,Total IPv6 %,2.116787
2013-09-27,Total IPv6 %,1.822799
2013-09-26,Total IPv6 %,1.753297
2013-09-25,Total IPv6 %,1.720693
2013-09-24,Total IPv6 %,1.693661
2013-09-23,Total IPv6 %,1.700974
2013-09-22,Total IPv6 %,2.00124
2013-09-21,Total IPv6 %,2.027096
2013-09-20,Total IPv6 %,1.75313
2013-09-19,Total IPv6 %,1.666361
2013-09-18,Total IPv6 %,1.643381
2013-09-17,Total IPv6 %,1.613659
2013-09-16,Total IPv6 %,1.65651
2013-09-15,Total IPv6 %,1.937458
2013-09-14,Total IPv6 %,1.96304
2013-09-13,Total IPv6 %,1.685139
2013-09-12,Total IPv6 %,1.614865
2013-09-11,Total IPv6 %,1.6242
2013-09-10,Total IPv6 %,1.612727
2013-09-09,Total IPv6 %,1.608276
2013-09-08,Total IPv6 %,1.891904
2013-09-07,Total IPv6 %,1.9157
2013-09-06,Total IPv6 %,1.683232
2013-09-05,Total IPv6 %,1.618341
2013-09-04,Total IPv6 %,1.589852
2013-09-03,Total IPv6 %,1.585109
2013-09-02,Total IPv6 %,1.658216
2013-09-01,Total IPv6 %,1.851801
2013-08-31,Total IPv6 %,1.881377
2013-08-30,Total IPv6 %,1.701404
2013-08-29,Total IPv6 %,1.603781
2013-08-28,Total IPv6 %,1.618725
2013-08-27,Total IPv6 %,1.622082
2013-08-26,Total IPv6 %,1.622164
2013-08-25,Total IPv6 %,1.832187
2013-08-24,Total IPv6 %,1.852095
2013-08-23,Total IPv6 %,1.65969
2013-08-22,Total IPv6 %,1.602719
2013-08-21,Total IPv6 %,1.586143
2013-08-20,Total IPv6 %,1.604818
2013-08-19,Total IPv6 %,1.596807
2013-08-18,Total IPv6 %,1.789982
2013-08-17,Total IPv6 %,1.811945
2013-08-16,Total IPv6 %,1.675504
2013-08-15,Total IPv6 %,1.624208
2013-08-14,Total IPv6 %,1.578514
2013-08-13,Total IPv6 %,1.566619
2013-08-12,Total IPv6 %,1.563143
2013-08-11,Total IPv6 %,1.745014
2013-08-10,Total IPv6 %,1.790855
2013-08-09,Total IPv6 %,1.66708
2013-08-08,Total IPv6 %,1.615314
2013-08-07,Total IPv6 %,1.58327
2013-08-06,Total IPv6 %,1.534883
2013-08-05,Total IPv6 %,1.504644
2013-08-04,Total IPv6 %,1.694025
2013-08-03,Total IPv6 %,1.732355
2013-08-02,Total IPv6 %,1.575937
2013-08-01,Total IPv6 %,1.505816
2013-07-31,Total IPv6 %,1.486197
2013-07-30,Total IPv6 %,1.462781
2013-07-29,Total IPv6 %,1.4631
2013-07-28,Total IPv6 %,1.659671
2013-07-27,Total IPv6 %,1.687618
2013-07-26,Total IPv6 %,1.52239
2013-07-25,Total IPv6 %,1.448346
2013-07-24,Total IPv6 %,1.447997
2013-07-23,Total IPv6 %,1.427571
2013-07-22,Total IPv6 %,1.427443
2013-07-21,Total IPv6 %,1.600303
2013-07-20,Total IPv6 %,1.64317
2013-07-19,Total IPv6 %,1.477308
2013-07-18,Total IPv6 %,1.406077
2013-07-17,Total IPv6 %,1.405386
2013-07-16,Total IPv6 %,1.408426
2013-07-15,Total IPv6 %,1.389086
2013-07-14,Total IPv6 %,1.589302
2013-07-13,Total IPv6 %,1.635354
2013-07-12,Total IPv6 %,1.459653
2013-07-11,Total IPv6 %,1.383707
2013-07-10,Total IPv6 %,1.375203
2013-07-09,Total IPv6 %,1.358949
2013-07-08,Total IPv6 %,1.371675
2013-07-07,Total IPv6 %,1.540129
2013-07-06,Total IPv6 %,1.590883
2013-07-05,Total IPv6 %,1.432371
2013-07-04,Total IPv6 %,1.354553
2013-07-03,Total IPv6 %,1.391995
2013-07-02,Total IPv6 %,1.334822
2013-07-01,Total IPv6 %,1.364764
2013-06-30,Total IPv6 %,1.54348
2013-06-29,Total IPv6 %,1.606859
2013-06-28,Total IPv6 %,1.428761
2013-06-27,Total IPv6 %,1.383758
2013-06-26,Total IPv6 %,1.367264
2013-06-25,Total IPv6 %,1.361147
2013-06-24,Total IPv6 %,1.381129
2013-06-23,Total IPv6 %,1.551012
2013-06-22,Total IPv6 %,1.569408
2013-06-21,Total IPv6 %,1.424042
2013-06-20,Total IPv6 %,1.359844
2013-06-19,Total IPv6 %,1.330984
2013-06-18,Total IPv6 %,1.316187
2013-06-17,Total IPv6 %,1.314749
2013-06-16,Total IPv6 %,1.495295
2013-06-15,Total IPv6 %,1.54225
2013-06-14,Total IPv6 %,1.377132
2013-06-13,Total IPv6 %,1.319396
2013-06-12,Total IPv6 %,1.304521
2013-06-11,Total IPv6 %,1.282727
2013-06-10,Total IPv6 %,1.30558
2013-06-09,Total IPv6 %,1.515671
2013-06-08,Total IPv6 %,1.51651
2013-06-07,Total IPv6 %,1.351246
2013-06-06,Total IPv6 %,1.286321
2013-06-05,Total IPv6 %,1.277935
2013-06-04,Total IPv6 %,1.270947
2013-06-03,Total IPv6 %,1.282459
2013-06-02,Total IPv6 %,1.483187
2013-06-01,Total IPv6 %,1.522502
2013-05-31,Total IPv6 %,1.353606
2013-05-30,Total IPv6 %,1.295313
2013-05-29,Total IPv6 %,1.293981
2013-05-28,Total IPv6 %,1.263612
2013-05-27,Total IPv6 %,1.266914
2013-05-26,Total IPv6 %,1.466207
2013-05-25,Total IPv6 %,1.485709
2013-05-24,Total IPv6 %,1.333246
2013-05-23,Total IPv6 %,1.283991
2013-05-22,Total IPv6 %,1.260231
2013-05-21,Total IPv6 %,1.246905
2013-05-20,Total IPv6 %,1.330674
2013-05-19,Total IPv6 %,1.418768
2013-05-18,Total IPv6 %,1.472068
2013-05-17,Total IPv6 %,1.298941
2013-05-16,Total IPv6 %,1.250313
2013-05-15,Total IPv6 %,1.243066
2013-05-14,Total IPv6 %,1.209043
2013-05-13,Total IPv6 %,1.204945
2013-05-12,Total IPv6 %,1.372593
2013-05-11,Total IPv6 %,1.412614
2013-05-10,Total IPv6 %,1.288619
2013-05-09,Total IPv6 %,1.252417
2013-05-08,Total IPv6 %,1.214958
2013-05-07,Total IPv6 %,1.179807
2013-05-06,Total IPv6 %,1.206983
2013-05-05,Total IPv6 %,1.350342
2013-05-04,Total IPv6 %,1.387063
2013-05-03,Total IPv6 %,1.253427
2013-05-02,Total IPv6 %,1.215749
2013-05-01,Total IPv6 %,1.294968
2013-04-30,Total IPv6 %,1.214309
2013-04-29,Total IPv6 %,1.17682
2013-04-28,Total IPv6 %,1.332651
2013-04-27,Total IPv6 %,1.383451
2013-04-26,Total IPv6 %,1.246803
2013-04-25,Total IPv6 %,1.171431
2013-04-24,Total IPv6 %,1.161386
2013-04-23,Total IPv6 %,1.165555
2013-04-22,Total IPv6 %,1.147428
2013-04-21,Total IPv6 %,1.284521
2013-04-20,Total IPv6 %,1.343994
2013-04-19,Total IPv6 %,1.184965
2013-04-18,Total IPv6 %,1.16071
2013-04-17,Total IPv6 %,1.158949
2013-04-16,Total IPv6 %,1.147929
2013-04-15,Total IPv6 %,1.166899
2013-04-14,Total IPv6 %,1.276165
2013-04-13,Total IPv6 %,1.323898
2013-04-12,Total IPv6 %,1.186209
2013-04-11,Total IPv6 %,1.141504
2013-04-10,Total IPv6 %,1.142199
2013-04-09,Total IPv6 %,1.121783
2013-04-08,Total IPv6 %,1.122165
2013-04-07,Total IPv6 %,1.263571
2013-04-06,Total IPv6 %,1.32713
2013-04-05,Total IPv6 %,1.188607
2013-04-04,Total IPv6 %,1.141172
2013-04-03,Total IPv6 %,1.129222
2013-04-02,Total IPv6 %,1.118625
2013-04-01,Total IPv6 %,1.180528
2013-03-31,Total IPv6 %,1.292719
2013-03-30,Total IPv6 %,1.316227
2013-03-29,Total IPv6 %,1.23239
2013-03-28,Total IPv6 %,1.162022
2013-03-27,Total IPv6 %,1.142179
2013-03-26,Total IPv6 %,1.101532
2013-03-25,Total IPv6 %,1.104005
2013-03-24,Total IPv6 %,1.26489
2013-03-23,Total IPv6 %,1.266153
2013-03-22,Total IPv6 %,1.129109
2013-03-21,Total IPv6 %,1.084097
2013-03-20,Total IPv6 %,1.089143
2013-03-19,Total IPv6 %,1.055648
2013-03-18,Total IPv6 %,1.06275
2013-03-17,Total IPv6 %,1.219111
2013-03-16,Total IPv6 %,1.223324
2013-03-15,Total IPv6 %,1.101179
2013-03-14,Total IPv6 %,1.059981
2013-03-13,Total IPv6 %,1.065238
2013-03-12,Total IPv6 %,1.050123
2013-03-11,Total IPv6 %,1.050629
2013-03-10,Total IPv6 %,1.186045
2013-03-09,Total IPv6 %,1.17201
2013-03-08,Total IPv6 %,1.086741
2013-03-07,Total IPv6 %,1.043113
2013-03-06,Total IPv6 %,1.050052
2013-03-05,Total IPv6 %,1.054689
2013-03-04,Total IPv6 %,1.043567
2013-03-03,Total IPv6 %,1.147662
2013-03-02,Total IPv6 %,1.205559
2013-03-01,Total IPv6 %,1.090198
2013-02-28,Total IPv6 %,1.043732
2013-02-27,Total IPv6 %,1.055747
2013-02-26,Total IPv6 %,1.039206
2013-02-25,Total IPv6 %,1.041916
2013-02-24,Total IPv6 %,1.169425
2013-02-23,Total IPv6 %,1.201919
2013-02-22,Total IPv6 %,1.072093
2013-02-21,Total IPv6 %,1.020925
2013-02-20,Total IPv6 %,1.02392
2013-02-19,Total IPv6 %,1.007028
2013-02-18,Total IPv6 %,1.041257
2013-02-17,Total IPv6 %,1.154955
2013-02-16,Total IPv6 %,1.16418
2013-02-15,Total IPv6 %,1.049641
2013-02-14,Total IPv6 %,1.020257
2013-02-13,Total IPv6 %,1.010281
2013-02-12,Total IPv6 %,1.019934
2013-02-11,Total IPv6 %,1.01354
2013-02-10,Total IPv6 %,1.162758
2013-02-09,Total IPv6 %,1.154669
2013-02-08,Total IPv6 %,1.014391
2013-02-07,Total IPv6 %,0.979614
2013-02-06,Total IPv6 %,0.985221
2013-02-05,Total IPv6 %,0.966842
2013-02-04,Total IPv6 %,0.977269
2013-02-03,Total IPv6 %,1.124404
2013-02-02,Total IPv6 %,1.141197
2013-02-01,Total IPv6 %,1.014658
2013-01-31,Total IPv6 %,0.978508
2013-01-30,Total IPv6 %,0.983268
2013-01-29,Total IPv6 %,0.970686
2013-01-28,Total IPv6 %,0.956521
2013-01-27,Total IPv6 %,1.111799
2013-01-26,Total IPv6 %,1.135316
2013-01-25,Total IPv6 %,0.990998
2013-01-24,Total IPv6 %,0.958375
2013-01-23,Total IPv6 %,0.970276
2013-01-22,Total IPv6 %,0.944441
2013-01-21,Total IPv6 %,0.970353
2013-01-20,Total IPv6 %,1.094161
2013-01-19,Total IPv6 %,1.12144
2013-01-18,Total IPv6 %,0.979272
2013-01-17,Total IPv6 %,0.926702
2013-01-16,Total IPv6 %,0.944257
2013-01-15,Total IPv6 %,0.921409
2013-01-14,Total IPv6 %,0.937004
2013-01-13,Total IPv6 %,1.087543
2013-01-12,Total IPv6 %,1.096143
2013-01-11,Total IPv6 %,0.978098
2013-01-10,Total IPv6 %,0.945823
2013-01-09,Total IPv6 %,0.95642
2013-01-08,Total IPv6 %,0.93409
2013-01-07,Total IPv6 %,0.94312
2013-01-06,Total IPv6 %,1.086451
2013-01-05,Total IPv6 %,1.105218
2013-01-04,Total IPv6 %,1.000917
2013-01-03,Total IPv6 %,0.964361
2013-01-02,Total IPv6 %,0.958748
2013-01-01,Total IPv6 %,1.074494
2012-12-31,Total IPv6 %,1.081683
2012-12-30,Total IPv6 %,1.086573
2012-12-29,Total IPv6 %,1.080359
2012-12-28,Total IPv6 %,1.001543
2012-12-27,Total IPv6 %,0.97229
2012-12-26,Total IPv6 %,0.993794
2012-12-25,Total IPv6 %,1.046914
2012-12-24,Total IPv6 %,1.033503
2012-12-23,Total IPv6 %,1.06917
2012-12-22,Total IPv6 %,1.093021
2012-12-21,Total IPv6 %,0.992882
2012-12-20,Total IPv6 %,0.949832
2012-12-19,Total IPv6 %,0.947242
2012-12-18,Total IPv6 %,0.929957
2012-12-17,Total IPv6 %,0.927586
2012-12-16,Total IPv6 %,1.068139
2012-12-15,Total IPv6 %,1.092949
2012-12-14,Total IPv6 %,0.965153
2012-12-13,Total IPv6 %,0.930313
2012-12-12,Total IPv6 %,0.938396
2012-12-11,Total IPv6 %,0.916044
2012-12-10,Total IPv6 %,0.930565
2012-12-09,Total IPv6 %,1.055008
2012-12-08,Total IPv6 %,1.081391
2012-12-07,Total IPv6 %,0.965321
2012-12-06,Total IPv6 %,0.917971
2012-12-05,Total IPv6 %,0.924792
2012-12-04,Total IPv6 %,0.908139
2012-12-03,Total IPv6 %,0.911793
2012-12-02,Total IPv6 %,1.059008
2012-12-01,Total IPv6 %,1.062285
2012-11-30,Total IPv6 %,0.944421
2012-11-29,Total IPv6 %,0.914154
2012-11-28,Total IPv6 %,0.924888
2012-11-27,Total IPv6 %,0.890086
2012-11-26,Total IPv6 %,0.903597
2012-11-25,Total IPv6 %,0.993654
2012-11-24,Total IPv6 %,1.01633
2012-11-23,Total IPv6 %,0.948074
2012-11-22,Total IPv6 %,0.914344
2012-11-21,Total IPv6 %,0.894311
2012-11-20,Total IPv6 %,0.866619
2012-11-19,Total IPv6 %,0.859234
2012-11-18,Total IPv6 %,0.992478
2012-11-17,Total IPv6 %,1.007477
2012-11-16,Total IPv6 %,0.8846
2012-11-15,Total IPv6 %,0.867793
2012-11-14,Total IPv6 %,0.868925
2012-11-13,Total IPv6 %,0.869774
2012-11-12,Total IPv6 %,0.869428
2012-11-11,Total IPv6 %,0.983063
2012-11-10,Total IPv6 %,1.00052
2012-11-09,Total IPv6 %,0.890205
2012-11-08,Total IPv6 %,0.875924
2012-11-07,Total IPv6 %,0.871619
2012-11-06,Total IPv6 %,0.907978
2012-11-05,Total IPv6 %,0.869562
2012-11-04,Total IPv6 %,0.958934
2012-11-03,Total IPv6 %,0.971787
2012-11-02,Total IPv6 %,0.905286
2012-11-01,Total IPv6 %,0.905365
2012-10-31,Total IPv6 %,0.85984
2012-10-30,Total IPv6 %,0.878845
2012-10-29,Total IPv6 %,0.87757
2012-10-28,Total IPv6 %,0.961433
2012-10-27,Total IPv6 %,1.001338
2012-10-26,Total IPv6 %,0.89836
2012-10-25,Total IPv6 %,0.866739
2012-10-24,Total IPv6 %,0.867035
2012-10-23,Total IPv6 %,0.84536
2012-10-22,Total IPv6 %,0.840233
2012-10-21,Total IPv6 %,0.954504
2012-10-20,Total IPv6 %,0.981485
2012-10-19,Total IPv6 %,0.862196
2012-10-18,Total IPv6 %,0.844936
2012-10-17,Total IPv6 %,0.859716
2012-10-16,Total IPv6 %,0.825023
2012-10-15,Total IPv6 %,0.82085
2012-10-14,Total IPv6 %,0.952831
2012-10-13,Total IPv6 %,0.962212
2012-10-12,Total IPv6 %,0.850896
2012-10-11,Total IPv6 %,0.809371
2012-10-10,Total IPv6 %,0.836468
2012-10-09,Total IPv6 %,0.822644
2012-10-08,Total IPv6 %,0.844727
2012-10-07,Total IPv6 %,0.871307
2012-10-06,Total IPv6 %,0.972009
2012-10-05,Total IPv6 %,0.85055
2012-10-04,Total IPv6 %,0.814746
2012-10-03,Total IPv6 %,0.82862
2012-10-02,Total IPv6 %,0.80776
2012-10-01,Total IPv6 %,0.812732
2012-09-30,Total IPv6 %,0.944828
2012-09-29,Total IPv6 %,0.964694
2012-09-28,Total IPv6 %,0.843387
2012-09-27,Total IPv6 %,0.800679
2012-09-26,Total IPv6 %,0.805006
2012-09-25,Total IPv6 %,0.783395
2012-09-24,Total IPv6 %,0.777884
2012-09-23,Total IPv6 %,0.904609
2012-09-22,Total IPv6 %,0.934303
2012-09-21,Total IPv6 %,0.813301
2012-09-20,Total IPv6 %,0.761317
2012-09-19,Total IPv6 %,0.772521
2012-09-18,Total IPv6 %,0.757736
2012-09-17,Total IPv6 %,0.7587
2012-09-16,Total IPv6 %,0.865474
2012-09-15,Total IPv6 %,0.871301
2012-09-14,Total IPv6 %,0.770037
2012-09-13,Total IPv6 %,0.747945
2012-09-12,Total IPv6 %,0.762777
2012-09-11,Total IPv6 %,0.744952
2012-09-10,Total IPv6 %,0.735078
2012-09-09,Total IPv6 %,0.847641
2012-09-08,Total IPv6 %,0.881919
2012-09-07,Total IPv6 %,0.780121
2012-09-06,Total IPv6 %,0.746485
2012-09-05,Total IPv6 %,0.744974
2012-09-04,Total IPv6 %,0.74178
2012-09-03,Total IPv6 %,0.776317
2012-09-02,Total IPv6 %,0.838276
2012-09-01,Total IPv6 %,0.863265
2012-08-31,Total IPv6 %,0.769332
2012-08-30,Total IPv6 %,0.750016
2012-08-29,Total IPv6 %,0.730799
2012-08-28,Total IPv6 %,0.722745
2012-08-27,Total IPv6 %,0.734348
2012-08-26,Total IPv6 %,0.8128
2012-08-25,Total IPv6 %,0.833624
2012-08-24,Total IPv6 %,0.74886
2012-08-23,Total IPv6 %,0.721291
2012-08-22,Total IPv6 %,0.702903
2012-08-21,Total IPv6 %,0.701541
2012-08-20,Total IPv6 %,0.735952
2012-08-19,Total IPv6 %,0.811739
2012-08-18,Total IPv6 %,0.805522
2012-08-17,Total IPv6 %,0.746332
2012-08-16,Total IPv6 %,0.705463
2012-08-15,Total IPv6 %,0.723939
2012-08-14,Total IPv6 %,0.703256
2012-08-13,Total IPv6 %,0.688101
2012-08-12,Total IPv6 %,0.766355
2012-08-11,Total IPv6 %,0.778087
2012-08-10,Total IPv6 %,0.714188
2012-08-09,Total IPv6 %,0.69661
2012-08-08,Total IPv6 %,0.672897
2012-08-07,Total IPv6 %,0.678537
2012-08-06,Total IPv6 %,0.689122
2012-08-05,Total IPv6 %,0.75999
2012-08-04,Total IPv6 %,0.767121
2012-08-03,Total IPv6 %,0.71922
2012-08-02,Total IPv6 %,0.705238
2012-08-01,Total IPv6 %,0.691672
2012-07-31,Total IPv6 %,0.682678
2012-07-30,Total IPv6 %,0.67564
2012-07-29,Total IPv6 %,0.740915
2012-07-28,Total IPv6 %,0.757837
2012-07-27,Total IPv6 %,0.718241
2012-07-26,Total IPv6 %,0.688054
2012-07-25,Total IPv6 %,0.677537
2012-07-24,Total IPv6 %,0.651671
2012-07-23,Total IPv6 %,0.650127
2012-07-22,Total IPv6 %,0.744267
2012-07-21,Total IPv6 %,0.750905
2012-07-20,Total IPv6 %,0.683111
2012-07-19,Total IPv6 %,0.663443
2012-07-18,Total IPv6 %,0.654334
2012-07-17,Total IPv6 %,0.652424
2012-07-16,Total IPv6 %,0.654597
2012-07-15,Total IPv6 %,0.740711
2012-07-14,Total IPv6 %,0.734513
2012-07-13,Total IPv6 %,0.685947
2012-07-12,Total IPv6 %,0.666469
2012-07-11,Total IPv6 %,0.654625
2012-07-10,Total IPv6 %,0.64922
2012-07-09,Total IPv6 %,0.672841
2012-07-08,Total IPv6 %,0.759595
2012-07-07,Total IPv6 %,0.751927
2012-07-06,Total IPv6 %,0.698891
2012-07-05,Total IPv6 %,0.687623
2012-07-04,Total IPv6 %,0.678282
2012-07-03,Total IPv6 %,0.672182
2012-07-02,Total IPv6 %,0.682826
2012-07-01,Total IPv6 %,0.775618
2012-06-30,Total IPv6 %,0.752042
2012-06-29,Total IPv6 %,0.693409
2012-06-28,Total IPv6 %,0.680247
2012-06-27,Total IPv6 %,0.673238
2012-06-26,Total IPv6 %,0.64226
2012-06-25,Total IPv6 %,0.664236
2012-06-24,Total IPv6 %,0.747317
2012-06-23,Total IPv6 %,0.726533
2012-06-22,Total IPv6 %,0.672278
2012-06-21,Total IPv6 %,0.638231
2012-06-20,Total IPv6 %,0.655823
2012-06-19,Total IPv6 %,0.653251
2012-06-18,Total IPv6 %,0.644506
2012-06-17,Total IPv6 %,0.72406
2012-06-16,Total IPv6 %,0.736477
2012-06-15,Total IPv6 %,0.663811
2012-06-14,Total IPv6 %,0.647151
2012-06-13,Total IPv6 %,0.66434
2012-06-12,Total IPv6 %,0.652818
2012-06-11,Total IPv6 %,0.632476
2012-06-10,Total IPv6 %,0.749923
2012-06-09,Total IPv6 %,0.729899
2012-06-08,Total IPv6 %,0.648149
2012-06-07,Total IPv6 %,0.637773
2012-06-06,Total IPv6 %,0.651291
2012-06-05,Total IPv6 %,0.619067
2012-06-04,Total IPv6 %,0.640804
2012-06-03,Total IPv6 %,0.717819
2012-06-02,Total IPv6 %,0.703352
2012-06-01,Total IPv6 %,0.633355
2012-05-31,Total IPv6 %,0.608983
2012-05-30,Total IPv6 %,0.624857
2012-05-29,Total IPv6 %,0.584728
2012-05-28,Total IPv6 %,0.631587
2012-05-27,Total IPv6 %,0.677699
2012-05-26,Total IPv6 %,0.689024
2012-05-25,Total IPv6 %,0.611913
2012-05-24,Total IPv6 %,0.592165
2012-05-23,Total IPv6 %,0.594325
2012-05-22,Total IPv6 %,0.573688
2012-05-21,Total IPv6 %,0.576395
2012-05-20,Total IPv6 %,0.668714
2012-05-19,Total IPv6 %,0.656542
2012-05-18,Total IPv6 %,0.589874
2012-05-17,Total IPv6 %,0.573045
2012-05-16,Total IPv6 %,0.561099
2012-05-15,Total IPv6 %,0.545244
2012-05-14,Total IPv6 %,0.54336
2012-05-13,Total IPv6 %,0.639852
2012-05-12,Total IPv6 %,0.64655
2012-05-11,Total IPv6 %,0.575696
2012-05-10,Total IPv6 %,0.544569
2012-05-09,Total IPv6 %,0.56417
2012-05-08,Total IPv6 %,0.602461
2012-05-07,Total IPv6 %,0.540297
2012-05-06,Total IPv6 %,0.627418
2012-05-05,Total IPv6 %,0.620973
2012-05-04,Total IPv6 %,0.565886
2012-05-03,Total IPv6 %,0.544724
2012-05-02,Total IPv6 %,0.556942
2012-05-01,Total IPv6 %,0.57798
2012-04-30,Total IPv6 %,0.563238
2012-04-29,Total IPv6 %,0.610143
2012-04-28,Total IPv6 %,0.602787
2012-04-27,Total IPv6 %,0.555803
2012-04-26,Total IPv6 %,0.545741
2012-04-25,Total IPv6 %,0.545486
2012-04-24,Total IPv6 %,0.51858
2012-04-23,Total IPv6 %,0.527592
2012-04-22,Total IPv6 %,0.572728
2012-04-21,Total IPv6 %,0.581751
2012-04-20,Total IPv6 %,0.527843
2012-04-19,Total IPv6 %,0.517146
2012-04-18,Total IPv6 %,0.523668
2012-04-17,Total IPv6 %,0.517019
2012-04-16,Total IPv6 %,0.519117
2012-04-15,Total IPv6 %,0.579324
2012-04-14,Total IPv6 %,0.584182
2012-04-13,Total IPv6 %,0.528645
2012-04-12,Total IPv6 %,0.513126
2012-04-11,Total IPv6 %,0.520341
2012-04-10,Total IPv6 %,0.510623
2012-04-09,Total IPv6 %,0.540092
2012-04-08,Total IPv6 %,0.557223
2012-04-07,Total IPv6 %,0.584884
2012-04-06,Total IPv6 %,0.536144
2012-04-05,Total IPv6 %,0.533033
2012-04-04,Total IPv6 %,0.544523
2012-04-03,Total IPv6 %,0.508664
2012-04-02,Total IPv6 %,0.496244
2012-04-01,Total IPv6 %,0.576475
2012-03-31,Total IPv6 %,0.569784
2012-03-30,Total IPv6 %,0.506468
2012-03-29,Total IPv6 %,0.498056
2012-03-28,Total IPv6 %,0.49294
2012-03-27,Total IPv6 %,0.47786
2012-03-26,Total IPv6 %,0.476649
2012-03-25,Total IPv6 %,0.542622
